#curie_map:
#  skos: http://www.w3.org/2004/02/skos/core#
#  semapv: https://w3id.org/semapv/vocab/
#  data_models: https://data.humantumoratlas.org/data_models/
#  htan2_data_model: https://data.humantumoratlas.org/htan2_data_model/
#mapping_set_id: https://github.com/ncihtan/htan-model-mappings/mappings/data_models_to_htan2_data_model/clinical_unmapped_source
#mapping_set_description: HTAN Phase 1 clinical fields with no equivalent in HTAN Phase 2 (ncihtan/data-models@v25.2.1 → ncihtan/htan2-data-model@v1.3.0)
#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_date: 2026-03-16
subject_id	subject_label	subject_source	predicate_id	object_id	object_label	mapping_justification	confidence	comment
data_models:Diagnosis/NCI Atlas Cancer Site	NCI Atlas Cancer Site	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Non Nodal Regional Disease	Non Nodal Regional Disease	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Non Nodal Tumor Deposits	Non Nodal Tumor Deposits	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Other Biopsy Resection Site	Other Biopsy Resection Site	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Ovarian Specimen Status	Ovarian Specimen Status	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Ovarian Surface Involvement	Ovarian Surface Involvement	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Percent Tumor Invasion	Percent Tumor Invasion	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Perineural Invasion Present	Perineural Invasion Present	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Peritoneal Fluid Cytological Status	Peritoneal Fluid Cytological Status	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Precancerous Condition Type	Precancerous Condition Type	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Pregnant at Diagnosis	Pregnant at Diagnosis	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Primary Diagnosis	Primary Diagnosis	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Primary Gleason Grade	Primary Gleason Grade	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Prior Malignancy	Prior Malignancy	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Prior Treatment	Prior Treatment	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Residual Disease	Residual Disease	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Satellite Metastasis Present Indicator	Satellite Metastasis Present Indicator	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Secondary Gleason Grade	Secondary Gleason Grade	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Sentinel Lymph Node Count	Sentinel Lymph Node Count	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Sentinel Node Positive Assessment Count	Sentinel Node Positive Assessment Count	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Site of Resection or Biopsy	Site of Resection or Biopsy	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Supratentorial Localization	Supratentorial Localization	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Synchronous Malignancy	Synchronous Malignancy	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Topography Code	Topography Code	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Tumor Confined to Organ of Origin	Tumor Confined to Organ of Origin	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Tumor Depth	Tumor Depth	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Tumor Extranodal Extension Indicator	Tumor Extranodal Extension Indicator	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Tumor Focality	Tumor Focality	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Tumor Largest Dimension Diameter	Tumor Largest Dimension Diameter	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Vascular Invasion Present	Vascular Invasion Present	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Vascular Invasion Type	Vascular Invasion Type	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/WHO CNS Grade	WHO CNS Grade	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/WHO NTE Grade	WHO NTE Grade	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Year of Diagnosis	Year of Diagnosis	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Yes - Anaplasia Present	Yes - Anaplasia Present	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Yes - Progression or Recurrence	Yes - Progression or Recurrence	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Diagnosis/Yes - Vascular Invasion Present	Yes - Vascular Invasion Present	Diagnosis	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Alcohol Days Per Week	Alcohol Days Per Week	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Alcohol Drinks Per Day	Alcohol Drinks Per Day	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Alcohol Exposure	Alcohol Exposure	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Alcohol Intensity	Alcohol Intensity	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Alcohol Type	Alcohol Type	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Asbestos Exposure	Asbestos Exposure	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/COVID19 Antibody Testing	COVID19 Antibody Testing	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	COVID-19-specific field; not included in HTAN2 base clinical model
data_models:Exposure/COVID19 Cancer Treatment Followup	COVID19 Cancer Treatment Followup	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	COVID-19-specific field; not included in HTAN2 base clinical model
data_models:Exposure/COVID19 Complications Severity	COVID19 Complications Severity	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	COVID-19-specific field; not included in HTAN2 base clinical model
data_models:Exposure/COVID19 Current Status	COVID19 Current Status	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	COVID-19-specific field; not included in HTAN2 base clinical model
data_models:Exposure/COVID19 Occurrence Indicator	COVID19 Occurrence Indicator	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	COVID-19-specific field; not included in HTAN2 base clinical model
data_models:Exposure/COVID19 Positive Lab Test Indicator	COVID19 Positive Lab Test Indicator	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	COVID-19-specific field; not included in HTAN2 base clinical model
data_models:Exposure/Chewing tobacco daily use count	Chewing tobacco daily use count	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Cigarettes per Day	Cigarettes per Day	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Coal Dust Exposure	Coal Dust Exposure	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Ecig vape 30 day use num	Ecig vape 30 day use num	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Ecig vape times per day	Ecig vape times per day	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Ecig vape use	Ecig vape use	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Marijuana Use Per Week	Marijuana Use Per Week	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Marijuana smoke	Marijuana smoke	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Radon Exposure	Radon Exposure	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Respirable Crystalline Silica Exposure	Respirable Crystalline Silica Exposure	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Second hand smoke exposure years	Second hand smoke exposure years	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Secondhand Smoke as Child	Secondhand Smoke as Child	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Smoke Exposure Duration	Smoke Exposure Duration	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Smokeless Tobacco Quit Age	Smokeless Tobacco Quit Age	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Smoking Exposure	Smoking Exposure	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Smoking Frequency	Smoking Frequency	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Time between Waking and First Smoke	Time between Waking and First Smoke	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Tobacco Smoking Onset Year	Tobacco Smoking Onset Year	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Tobacco Smoking Quit Year	Tobacco Smoking Quit Year	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Tobacco Use per Day	Tobacco Use per Day	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Type of Smoke Exposure	Type of Smoke Exposure	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Type of Tobacco Used	Type of Tobacco Used	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Type of smoke exposure cumulative years	Type of smoke exposure cumulative years	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Yes - Alcohol Exposure	Yes - Alcohol Exposure	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Exposure/Yes - Smoking Exposure	Yes - Smoking Exposure	Exposure	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Family History/Cancer Associated Gene Mutations	Cancer Associated Gene Mutations	Family History	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Family History/Family Member Vital Status Indicator	Family Member Vital Status Indicator	Family History	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Family History/Hereditary Cancer Predisposition Syndrome	Hereditary Cancer Predisposition Syndrome	Family History	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Family History/Known Genetic Predisposition Mutation	Known Genetic Predisposition Mutation	Family History	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Family History/Relationship Age at Diagnosis	Relationship Age at Diagnosis	Family History	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Family History/Relationship Gender	Relationship Gender	Family History	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Family History/Relationship Primary Diagnosis	Relationship Primary Diagnosis	Family History	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Family History/Relationship Type	Relationship Type	Family History	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Family History/Yes - Cancer History Relative	Yes - Cancer History Relative	Family History	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/AIDS Risk Factors	AIDS Risk Factors	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Adverse Event	Adverse Event	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Adverse Event Grade	Adverse Event Grade	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/BMI	BMI	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Barretts Esophagus Goblet Cells Present	Barretts Esophagus Goblet Cells Present	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Body Surface Area	Body Surface Area	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/CD4 Count	CD4 Count	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/CDC HIV Risk Factors	CDC HIV Risk Factors	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Cause of Response	Cause of Response	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Comorbidity	Comorbidity	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Comorbidity Method of Diagnosis	Comorbidity Method of Diagnosis	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/DLCO Ref Predictive Percent	DLCO Ref Predictive Percent	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Days to Adverse Event	Days to Adverse Event	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	HTAN1 uses days-from-index-date pattern; HTAN2 uses age-in-days pattern with different fields
data_models:Follow Up/Days to Comorbidity	Days to Comorbidity	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	HTAN1 uses days-from-index-date pattern; HTAN2 uses age-in-days pattern with different fields
data_models:Follow Up/Days to Imaging	Days to Imaging	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	HTAN1 uses days-from-index-date pattern; HTAN2 uses age-in-days pattern with different fields
data_models:Follow Up/Days to Recurrence	Days to Recurrence	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	HTAN1 uses days-from-index-date pattern; HTAN2 uses age-in-days pattern with different fields
data_models:Follow Up/Diabetes Treatment Type	Diabetes Treatment Type	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/FEV 1 FVC Pre Bronch Percent	FEV 1 FVC Pre Bronch Percent	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/FEV1 FVC Post Bronch Percent	FEV1 FVC Post Bronch Percent	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/FEV1 Ref Post Bronch Percent	FEV1 Ref Post Bronch Percent	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/FEV1 Ref Pre Bronch Percent	FEV1 Ref Pre Bronch Percent	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/HAART Treatment Indicator	HAART Treatment Indicator	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/HIV Viral Load	HIV Viral Load	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/HPV Positive Type	HPV Positive Type	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Height	Height	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Hepatitis Sustained Virological Response	Hepatitis Sustained Virological Response	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Hormonal Contraceptive Use	Hormonal Contraceptive Use	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Hysterectomy Margins Involved	Hysterectomy Margins Involved	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Hysterectomy Type	Hysterectomy Type	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Imaging Result	Imaging Result	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Imaging Type	Imaging Type	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Immunosuppressive Treatment Type	Immunosuppressive Treatment Type	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Karnofsky Performance Status	Karnofsky Performance Status	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Nadir CD4 Count	Nadir CD4 Count	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Pancreatitis Onset Year	Pancreatitis Onset Year	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Pregnancy Outcome	Pregnancy Outcome	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Recist Targeted Regions Number	Recist Targeted Regions Number	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Recist Targeted Regions Sum	Recist Targeted Regions Sum	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Reflux Treatment Type	Reflux Treatment Type	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Risk Factor	Risk Factor	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Risk Factor Treatment	Risk Factor Treatment	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Scan Tracer Used	Scan Tracer Used	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Treatment Anatomic Site	Treatment Anatomic Site	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Viral Hepatitis Serologies	Viral Hepatitis Serologies	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Follow Up/Weight	Weight	Follow Up	skos:noMappingFound			semapv:LogicalReasoning	0.0	No equivalent field in HTAN2 clinical model
data_models:Lung Cancer Tier 3/Current Lung Cancer Symptoms	Current Lung Cancer Symptoms	Lung Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Lung Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Lung Cancer Tier 3/Lung Adjacent Histology Type	Lung Adjacent Histology Type	Lung Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Lung Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Lung Cancer Tier 3/Lung Cancer Detection Method Type	Lung Cancer Detection Method Type	Lung Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Lung Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Lung Cancer Tier 3/Lung Cancer Harboring Genomic Aberrations	Lung Cancer Harboring Genomic Aberrations	Lung Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Lung Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Lung Cancer Tier 3/Lung Cancer Participant Procedure History	Lung Cancer Participant Procedure History	Lung Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Lung Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Lung Cancer Tier 3/Lung Topography	Lung Topography	Lung Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Lung Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Lung Cancer Tier 3/Lung Tumor Lobe Bronchial Location	Lung Tumor Lobe Bronchial Location	Lung Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Lung Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Lung Cancer Tier 3/Lung Tumor Location Anatomic Site	Lung Tumor Location Anatomic Site	Lung Cancer Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Lung Cancer Tier 3); HTAN2 does not include disease-specific tiers
data_models:Melanoma Tier 3/Cutaneous Melanoma Additional Findings	Cutaneous Melanoma Additional Findings	Melanoma Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Melanoma Tier 3); HTAN2 does not include disease-specific tiers
data_models:Melanoma Tier 3/Cutaneous Melanoma Surgical Margins	Cutaneous Melanoma Surgical Margins	Melanoma Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Melanoma Tier 3); HTAN2 does not include disease-specific tiers
data_models:Melanoma Tier 3/Cutaneous Melanoma Tumor Infiltrating Lymphocytes	Cutaneous Melanoma Tumor Infiltrating Lymphocytes	Melanoma Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Melanoma Tier 3); HTAN2 does not include disease-specific tiers
data_models:Melanoma Tier 3/Cutaneous Melanoma Tumor Regression Range	Cutaneous Melanoma Tumor Regression Range	Melanoma Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Melanoma Tier 3); HTAN2 does not include disease-specific tiers
data_models:Melanoma Tier 3/Cutaneous Melanoma Ulceration	Cutaneous Melanoma Ulceration	Melanoma Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Melanoma Tier 3); HTAN2 does not include disease-specific tiers
data_models:Melanoma Tier 3/Fitzpatrick Skin Tone	Fitzpatrick Skin Tone	Melanoma Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Melanoma Tier 3); HTAN2 does not include disease-specific tiers
data_models:Melanoma Tier 3/History of Atypical Nevi	History of Atypical Nevi	Melanoma Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Melanoma Tier 3); HTAN2 does not include disease-specific tiers
data_models:Melanoma Tier 3/History of Blistering Sunburn	History of Blistering Sunburn	Melanoma Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Melanoma Tier 3); HTAN2 does not include disease-specific tiers
data_models:Melanoma Tier 3/History of Chronic UV Exposure	History of Chronic UV Exposure	Melanoma Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Melanoma Tier 3); HTAN2 does not include disease-specific tiers
data_models:Melanoma Tier 3/History of Tanning Bed Use	History of Tanning Bed Use	Melanoma Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Melanoma Tier 3); HTAN2 does not include disease-specific tiers
data_models:Melanoma Tier 3/Immediate Family History Melanoma	Immediate Family History Melanoma	Melanoma Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Melanoma Tier 3); HTAN2 does not include disease-specific tiers
data_models:Melanoma Tier 3/Melanoma Biopsy Resection Sites	Melanoma Biopsy Resection Sites	Melanoma Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Melanoma Tier 3); HTAN2 does not include disease-specific tiers
data_models:Melanoma Tier 3/Melanoma Lesion Size	Melanoma Lesion Size	Melanoma Tier 3	skos:noMappingFound			semapv:LogicalReasoning	0.0	Cancer-type-specific field (Melanoma Tier 3); HTAN2 does not include disease-specific tiers
